"actor_id","full_name","film_id","title","release_year","language"
2,"Nick Wahlberg",458,"Indian Love",2006,"English             "
2,"Nick Wahlberg",481,"Jekyll Frogmen",2006,"English             "
2,"Nick Wahlberg",485,"Jersey Sassy",2006,"English             "
2,"Nick Wahlberg",518,"Liaisons Sweet",2006,"English             "
2,"Nick Wahlberg",540,"Lucky Flying",2006,"English             "
2,"Nick Wahlberg",550,"Maguire Apache",2006,"English             "
2,"Nick Wahlberg",555,"Mallrats United",2006,"English             "
2,"Nick Wahlberg",561,"Mask Peach",2006,"English             "
2,"Nick Wahlberg",742,"Roof Champion",2006,"English             "
2,"Nick Wahlberg",754,"Rushmore Mermaid",2006,"English             "
2,"Nick Wahlberg",811,"Smile Earring",2006,"English             "
2,"Nick Wahlberg",958,"Wardrobe Phantom",2006,"English             "
3,"Ed Chase",17,"Alone Trip",2006,"English             "
3,"Ed Chase",40,"Army Flintstones",2006,"English             "
3,"Ed Chase",42,"Artist Coldblooded",2006,"English             "
3,"Ed Chase",87,"Boondock Ballroom",2006,"English             "
3,"Ed Chase",111,"Caddyshack Jedi",2006,"English             "
3,"Ed Chase",185,"Cowboy Doom",2006,"English             "
3,"Ed Chase",289,"Eve Resurrection",2006,"English             "
3,"Ed Chase",329,"Forrest Sons",2006,"English             "
3,"Ed Chase",336,"French Holiday",2006,"English             "
3,"Ed Chase",341,"Frost Head",2006,"English             "
3,"Ed Chase",393,"Halloween Nuts",2006,"English             "
3,"Ed Chase",441,"Hunter Alter",2006,"English             "
3,"Ed Chase",453,"Image Princess",2006,"English             "
3,"Ed Chase",480,"Jeepers Wedding",2006,"English             "
3,"Ed Chase",539,"Luck Opus",2006,"English             "
3,"Ed Chase",618,"Necklace Outbreak",2006,"English             "
3,"Ed Chase",685,"Platoon Instinct",2006,"English             "
3,"Ed Chase",827,"Spice Sorority",2006,"English             "
3,"Ed Chase",966,"Wedding Apollo",2006,"English             "
3,"Ed Chase",967,"Weekend Personal",2006,"English             "
3,"Ed Chase",971,"Whale Bikini",2006,"English             "
3,"Ed Chase",996,"Young Language",2006,"English             "
4,"Jennifer Davis",23,"Anaconda Confessions",2006,"English             "
4,"Jennifer Davis",25,"Angels Life",2006,"English             "
4,"Jennifer Davis",56,"Barefoot Manchurian",2006,"English             "
4,"Jennifer Davis",62,"Bed Highball",2006,"English             "
4,"Jennifer Davis",79,"Blade Polish",2006,"English             "
4,"Jennifer Davis",87,"Boondock Ballroom",2006,"English             "
4,"Jennifer Davis",355,"Ghostbusters Elf",2006,"English             "
4,"Jennifer Davis",379,"Greedy Roots",2006,"English             "
4,"Jennifer Davis",398,"Hanover Galaxy",2006,"English             "
4,"Jennifer Davis",463,"Instinct Airport",2006,"English             "
4,"Jennifer Davis",490,"Jumanji Blade",2006,"English             "
4,"Jennifer Davis",616,"National Story",2006,"English             "
4,"Jennifer Davis",635,"Oklahoma Jumanji",2006,"English             "
4,"Jennifer Davis",691,"Poseidon Forever",2006,"English             "
4,"Jennifer Davis",712,"Raiders Antitrust",2006,"English             "
4,"Jennifer Davis",714,"Random Go",2006,"English             "
4,"Jennifer Davis",721,"Reds Pocus",2006,"English             "
4,"Jennifer Davis",798,"Silverado Goldfinger",2006,"English             "
4,"Jennifer Davis",832,"Splash Gump",2006,"English             "
4,"Jennifer Davis",858,"Submarine Bed",2006,"English             "
4,"Jennifer Davis",909,"Treasure Command",2006,"English             "
4,"Jennifer Davis",924,"Unforgiven Zoolander",2006,"English             "
5,"Johnny Lollobrigida",19,"Amadeus Holy",2006,"English             "
5,"Johnny Lollobrigida",54,"Banger Pinocchio",2006,"English             "
5,"Johnny Lollobrigida",85,"Bonnie Holocaust",2006,"English             "
5,"Johnny Lollobrigida",146,"Chitty Lock",2006,"English             "
5,"Johnny Lollobrigida",171,"Commandments Express",2006,"English             "
5,"Johnny Lollobrigida",172,"Coneheads Smoochy",2006,"English             "
5,"Johnny Lollobrigida",202,"Daddy Pittsburgh",2006,"English             "
5,"Johnny Lollobrigida",203,"Daisy Menagerie",2006,"English             "
5,"Johnny Lollobrigida",286,"Enough Raging",2006,"English             "
5,"Johnny Lollobrigida",288,"Escape Metropolis",2006,"English             "
5,"Johnny Lollobrigida",316,"Fire Wolves",2006,"English             "
5,"Johnny Lollobrigida",340,"Frontier Cabin",2006,"English             "
5,"Johnny Lollobrigida",369,"Goodfellas Salute",2006,"English             "
5,"Johnny Lollobrigida",375,"Grail Frankenstein",2006,"English             "
5,"Johnny Lollobrigida",383,"Groove Fiction",2006,"English             "
5,"Johnny Lollobrigida",392,"Hall Cassidy",2006,"English             "
5,"Johnny Lollobrigida",411,"Heavenly Gun",2006,"English             "
5,"Johnny Lollobrigida",503,"Kramer Chocolate",2006,"English             "
5,"Johnny Lollobrigida",535,"Love Suicides",2006,"English             "
5,"Johnny Lollobrigida",571,"Metal Armageddon",2006,"English             "
5,"Johnny Lollobrigida",650,"Pacific Amistad",2006,"English             "
5,"Johnny Lollobrigida",665,"Patton Interview",2006,"English             "
5,"Johnny Lollobrigida",687,"Pocus Pulp",2006,"English             "
5,"Johnny Lollobrigida",730,"Ridgemont Submarine",2006,"English             "
5,"Johnny Lollobrigida",732,"Rings Heartbreakers",2006,"English             "
5,"Johnny Lollobrigida",811,"Smile Earring",2006,"English             "
5,"Johnny Lollobrigida",817,"Soldiers Evolution",2006,"English             "
5,"Johnny Lollobrigida",841,"Star Operation",2006,"English             "
5,"Johnny Lollobrigida",865,"Sunrise League",2006,"English             "
6,"Bette Nicholson",29,"Antitrust Tomatoes",2006,"English             "
6,"Bette Nicholson",53,"Bang Kwai",2006,"English             "
6,"Bette Nicholson",60,"Beast Hunchback",2006,"English             "
6,"Bette Nicholson",70,"Bikini Borrowers",2006,"English             "
6,"Bette Nicholson",112,"Calendar Gunfight",2006,"English             "
6,"Bette Nicholson",164,"Coast Rainbow",2006,"English             "
6,"Bette Nicholson",165,"Coldblooded Darling",2006,"English             "
6,"Bette Nicholson",193,"Crossroads Casualties",2006,"English             "
6,"Bette Nicholson",256,"Drop Waterfront",2006,"English             "
6,"Bette Nicholson",451,"Igby Maker",2006,"English             "
6,"Bette Nicholson",503,"Kramer Chocolate",2006,"English             "
6,"Bette Nicholson",509,"Language Cowboy",2006,"English             "
6,"Bette Nicholson",517,"Lesson Cleopatra",2006,"English             "
6,"Bette Nicholson",519,"Liberty Magnificent",2006,"English             "
6,"Bette Nicholson",605,"Mulholland Beast",2006,"English             "
6,"Bette Nicholson",692,"Potluck Mixed",2006,"English             "
6,"Bette Nicholson",826,"Speed Suit",2006,"English             "
6,"Bette Nicholson",892,"Titanic Boondock",2006,"English             "
6,"Bette Nicholson",902,"Trading Pinocchio",2006,"English             "
6,"Bette Nicholson",994,"Wyoming Storm",2006,"English             "
7,"Grace Mostel",25,"Angels Life",2006,"English             "
7,"Grace Mostel",27,"Anonymous Human",2006,"English             "
7,"Grace Mostel",35,"Arachnophobia Rollercoaster",2006,"English             "
7,"Grace Mostel",67,"Berets Agent",2006,"English             "
7,"Grace Mostel",96,"Breaking Home",2006,"English             "
7,"Grace Mostel",170,"Command Darling",2006,"English             "
7,"Grace Mostel",173,"Confessions Maguire",2006,"English             "
7,"Grace Mostel",217,"Dazed Punk",2006,"English             "
7,"Grace Mostel",218,"Deceiver Betrayed",2006,"English             "
7,"Grace Mostel",225,"Destination Jerk",2006,"English             "
7,"Grace Mostel",292,"Excitement Eve",2006,"English             "
7,"Grace Mostel",351,"Gaslight Crusade",2006,"English             "
7,"Grace Mostel",414,"Hellfighters Sierra",2006,"English             "
7,"Grace Mostel",463,"Instinct Airport",2006,"English             "
7,"Grace Mostel",554,"Malkovich Pet",2006,"English             "
7,"Grace Mostel",618,"Necklace Outbreak",2006,"English             "
7,"Grace Mostel",633,"October Submarine",2006,"English             "
7,"Grace Mostel",637,"Open African",2006,"English             "
7,"Grace Mostel",691,"Poseidon Forever",2006,"English             "
7,"Grace Mostel",758,"Saints Bride",2006,"English             "
7,"Grace Mostel",766,"Savannah Town",2006,"English             "
7,"Grace Mostel",770,"Scissorhands Slums",2006,"English             "
7,"Grace Mostel",805,"Sleepless Monsoon",2006,"English             "
7,"Grace Mostel",806,"Sleepy Japanese",2006,"English             "
7,"Grace Mostel",846,"Sting Personal",2006,"English             "
7,"Grace Mostel",900,"Town Ark",2006,"English             "
7,"Grace Mostel",901,"Tracy Cider",2006,"English             "
7,"Grace Mostel",910,"Treatment Jekyll",2006,"English             "
7,"Grace Mostel",957,"War Notting",2006,"English             "
7,"Grace Mostel",959,"Warlock Werewolf",2006,"English             "
8,"Matthew Johansson",47,"Baby Hall",2006,"English             "
8,"Matthew Johansson",115,"Campus Remember",2006,"English             "
8,"Matthew Johansson",158,"Clones Pinocchio",2006,"English             "
8,"Matthew Johansson",179,"Conquerer Nuts",2006,"English             "
8,"Matthew Johansson",195,"Crowds Telemark",2006,"English             "
8,"Matthew Johansson",205,"Dances None",2006,"English             "
8,"Matthew Johansson",255,"Driving Polish",2006,"English             "
8,"Matthew Johansson",263,"Durham Panky",2006,"English             "
8,"Matthew Johansson",321,"Flash Wars",2006,"English             "
8,"Matthew Johansson",396,"Hanging Deep",2006,"English             "
8,"Matthew Johansson",458,"Indian Love",2006,"English             "
8,"Matthew Johansson",523,"Lights Deer",2006,"English             "
8,"Matthew Johansson",532,"Loser Hustler",2006,"English             "
8,"Matthew Johansson",554,"Malkovich Pet",2006,"English             "
8,"Matthew Johansson",752,"Runner Madigan",2006,"English             "
8,"Matthew Johansson",769,"School Jacket",2006,"English             "
8,"Matthew Johansson",771,"Scorpion Apollo",2006,"English             "
8,"Matthew Johansson",859,"Sugar Wonka",2006,"English             "
8,"Matthew Johansson",895,"Tomorrow Hustler",2006,"English             "
8,"Matthew Johansson",936,"Vanishing Rocky",2006,"English             "
9,"Joe Swank",30,"Anything Savannah",2006,"English             "
9,"Joe Swank",74,"Birch Antitrust",2006,"English             "
9,"Joe Swank",147,"Chocolat Harry",2006,"English             "
9,"Joe Swank",148,"Chocolate Duck",2006,"English             "
9,"Joe Swank",191,"Crooked Frogmen",2006,"English             "
9,"Joe Swank",200,"Curtain Videotape",2006,"English             "
9,"Joe Swank",204,"Dalmations Sweden",2006,"English             "
9,"Joe Swank",434,"Horror Reign",2006,"English             "
9,"Joe Swank",510,"Lawless Vision",2006,"English             "
9,"Joe Swank",514,"Lebowski Soldiers",2006,"English             "
9,"Joe Swank",552,"Majestic Floats",2006,"English             "
9,"Joe Swank",650,"Pacific Amistad",2006,"English             "
9,"Joe Swank",671,"Perdition Fargo",2006,"English             "
9,"Joe Swank",697,"Primary Glass",2006,"English             "
9,"Joe Swank",722,"Reef Salute",2006,"English             "
9,"Joe Swank",752,"Runner Madigan",2006,"English             "
9,"Joe Swank",811,"Smile Earring",2006,"English             "
9,"Joe Swank",815,"Snatchers Montezuma",2006,"English             "
9,"Joe Swank",865,"Sunrise League",2006,"English             "
9,"Joe Swank",873,"Sweethearts Suspects",2006,"English             "
9,"Joe Swank",889,"Ties Hunger",2006,"English             "
9,"Joe Swank",903,"Traffic Hobbit",2006,"English             "
9,"Joe Swank",926,"Untouchables Sunrise",2006,"English             "
9,"Joe Swank",964,"Waterfront Deliverance",2006,"English             "
9,"Joe Swank",974,"Wild Apollo",2006,"English             "
10,"Christian Gable",1,"Academy Dinosaur",2006,"English             "
10,"Christian Gable",9,"Alabama Devil",2006,"English             "
10,"Christian Gable",191,"Crooked Frogmen",2006,"English             "
10,"Christian Gable",236,"Divine Resurrection",2006,"English             "
10,"Christian Gable",251,"Dragonfly Strangers",2006,"English             "
10,"Christian Gable",366,"Goldfinger Sensibility",2006,"English             "
10,"Christian Gable",477,"Jawbreaker Brooklyn",2006,"English             "
10,"Christian Gable",480,"Jeepers Wedding",2006,"English             "
10,"Christian Gable",522,"Life Twisted",2006,"English             "
10,"Christian Gable",530,"Lord Arizona",2006,"English             "
10,"Christian Gable",587,"Mod Secretary",2006,"English             "
10,"Christian Gable",694,"Prejudice Oleander",2006,"English             "
10,"Christian Gable",703,"Punk Divorce",2006,"English             "
10,"Christian Gable",716,"Reap Unfaithful",2006,"English             "
10,"Christian Gable",782,"Shakespeare Saddle",2006,"English             "
10,"Christian Gable",914,"Trouble Date",2006,"English             "
10,"Christian Gable",929,"Usual Untouchables",2006,"English             "
10,"Christian Gable",930,"Vacation Boondock",2006,"English             "
10,"Christian Gable",964,"Waterfront Deliverance",2006,"English             "
10,"Christian Gable",966,"Wedding Apollo",2006,"English             "
10,"Christian Gable",980,"Wizard Coldblooded",2006,"English             "
10,"Christian Gable",983,"Won Dares",2006,"English             "
11,"Zero Cage",118,"Canyon Stock",2006,"English             "
11,"Zero Cage",205,"Dances None",2006,"English             "
11,"Zero Cage",281,"Encino Elf",2006,"English             "
11,"Zero Cage",283,"Ending Crowds",2006,"English             "
11,"Zero Cage",348,"Gandhi Kwai",2006,"English             "
11,"Zero Cage",364,"Godfather Diary",2006,"English             "
11,"Zero Cage",395,"Handicap Boondock",2006,"English             "
11,"Zero Cage",429,"Honey Ties",2006,"English             "
11,"Zero Cage",433,"Horn Working",2006,"English             "
11,"Zero Cage",453,"Image Princess",2006,"English             "
11,"Zero Cage",485,"Jersey Sassy",2006,"English             "
11,"Zero Cage",532,"Loser Hustler",2006,"English             "
11,"Zero Cage",567,"Meet Chocolate",2006,"English             "
11,"Zero Cage",587,"Mod Secretary",2006,"English             "
11,"Zero Cage",597,"Moonwalker Fool",2006,"English             "
11,"Zero Cage",636,"Oleander Clue",2006,"English             "
11,"Zero Cage",709,"Racer Egg",2006,"English             "
11,"Zero Cage",850,"Story Side",2006,"English             "
11,"Zero Cage",854,"Strangers Graffiti",2006,"English             "
11,"Zero Cage",888,"Thin Sagebrush",2006,"English             "
11,"Zero Cage",896,"Tootsie Pilot",2006,"English             "
11,"Zero Cage",928,"Uptown Young",2006,"English             "
11,"Zero Cage",938,"Velvet Terminator",2006,"English             "
11,"Zero Cage",969,"West Lion",2006,"English             "
11,"Zero Cage",988,"Worker Tarzan",2006,"English             "
12,"Karl Berry",16,"Alley Evolution",2006,"English             "
12,"Karl Berry",17,"Alone Trip",2006,"English             "
12,"Karl Berry",34,"Arabia Dogma",2006,"English             "
12,"Karl Berry",37,"Arizona Bang",2006,"English             "
12,"Karl Berry",91,"Bound Cheaper",2006,"English             "
12,"Karl Berry",92,"Bowfinger Gables",2006,"English             "
12,"Karl Berry",107,"Bunch Minds",2006,"English             "
12,"Karl Berry",155,"Cleopatra Devil",2006,"English             "
12,"Karl Berry",177,"Connecticut Tramp",2006,"English             "
12,"Karl Berry",208,"Dares Pluto",2006,"English             "
12,"Karl Berry",213,"Date Speed",2006,"English             "
12,"Karl Berry",216,"Day Unfaithful",2006,"English             "
12,"Karl Berry",243,"Doors President",2006,"English             "
12,"Karl Berry",344,"Fury Murder",2006,"English             "
12,"Karl Berry",400,"Hardly Robbers",2006,"English             "
12,"Karl Berry",416,"Highball Potter",2006,"English             "
12,"Karl Berry",420,"Holes Brannigan",2006,"English             "
12,"Karl Berry",457,"Independence Hotel",2006,"English             "
12,"Karl Berry",513,"Leathernecks Dwarfs",2006,"English             "
12,"Karl Berry",540,"Lucky Flying",2006,"English             "
12,"Karl Berry",593,"Monterey Labyrinth",2006,"English             "
12,"Karl Berry",631,"Novocaine Flight",2006,"English             "
12,"Karl Berry",635,"Oklahoma Jumanji",2006,"English             "
12,"Karl Berry",672,"Perfect Groove",2006,"English             "
12,"Karl Berry",716,"Reap Unfaithful",2006,"English             "
12,"Karl Berry",728,"Reunion Witches",2006,"English             "
12,"Karl Berry",812,"Smoking Barbarella",2006,"English             "
12,"Karl Berry",838,"Stagecoach Armageddon",2006,"English             "
12,"Karl Berry",871,"Sweden Shining",2006,"English             "
12,"Karl Berry",880,"Telemark Heartbreakers",2006,"English             "
12,"Karl Berry",945,"Virginian Pluto",2006,"English             "
13,"Uma Wood",17,"Alone Trip",2006,"English             "
13,"Uma Wood",29,"Antitrust Tomatoes",2006,"English             "
13,"Uma Wood",45,"Attraction Newton",2006,"English             "
13,"Uma Wood",87,"Boondock Ballroom",2006,"English             "
13,"Uma Wood",110,"Cabin Flash",2006,"English             "
13,"Uma Wood",144,"Chinatown Gladiator",2006,"English             "
13,"Uma Wood",154,"Clash Freddy",2006,"English             "
13,"Uma Wood",162,"Clueless Bucket",2006,"English             "
13,"Uma Wood",203,"Daisy Menagerie",2006,"English             "
13,"Uma Wood",254,"Driver Annie",2006,"English             "
13,"Uma Wood",337,"Frida Slipper",2006,"English             "
13,"Uma Wood",346,"Galaxy Sweethearts",2006,"English             "
13,"Uma Wood",381,"Grinch Massage",2006,"English             "
13,"Uma Wood",385,"Groundhog Uncut",2006,"English             "
13,"Uma Wood",427,"Homeward Cider",2006,"English             "
13,"Uma Wood",456,"Inch Jet",2006,"English             "
13,"Uma Wood",513,"Leathernecks Dwarfs",2006,"English             "
13,"Uma Wood",515,"Legally Secretary",2006,"English             "
13,"Uma Wood",522,"Life Twisted",2006,"English             "
13,"Uma Wood",524,"Lion Uncut",2006,"English             "
13,"Uma Wood",528,"Lolita World",2006,"English             "
13,"Uma Wood",571,"Metal Armageddon",2006,"English             "
13,"Uma Wood",588,"Model Fish",2006,"English             "
13,"Uma Wood",597,"Moonwalker Fool",2006,"English             "
13,"Uma Wood",600,"Motions Details",2006,"English             "
13,"Uma Wood",718,"Rebel Airport",2006,"English             "
13,"Uma Wood",729,"Rider Caddyshack",2006,"English             "
13,"Uma Wood",816,"Snowman Rollercoaster",2006,"English             "
13,"Uma Wood",817,"Soldiers Evolution",2006,"English             "
13,"Uma Wood",832,"Splash Gump",2006,"English             "
13,"Uma Wood",833,"Splendor Patton",2006,"English             "
13,"Uma Wood",843,"Steel Santa",2006,"English             "
13,"Uma Wood",897,"Torque Bound",2006,"English             "
13,"Uma Wood",966,"Wedding Apollo",2006,"English             "
13,"Uma Wood",998,"Zhivago Core",2006,"English             "
14,"Vivien Bergen",154,"Clash Freddy",2006,"English             "
14,"Vivien Bergen",187,"Cranes Reservoir",2006,"English             "
14,"Vivien Bergen",232,"Dirty Ace",2006,"English             "
14,"Vivien Bergen",241,"Donnie Alley",2006,"English             "
14,"Vivien Bergen",253,"Drifter Commandments",2006,"English             "
14,"Vivien Bergen",255,"Driving Polish",2006,"English             "
14,"Vivien Bergen",258,"Drums Dynamite",2006,"English             "
14,"Vivien Bergen",284,"Enemy Odds",2006,"English             "
14,"Vivien Bergen",292,"Excitement Eve",2006,"English             "
14,"Vivien Bergen",370,"Gorgeous Bingo",2006,"English             "
14,"Vivien Bergen",415,"High Encino",2006,"English             "
14,"Vivien Bergen",417,"Hills Neighbors",2006,"English             "
14,"Vivien Bergen",418,"Hobbit Alien",2006,"English             "
14,"Vivien Bergen",454,"Impact Aladdin",2006,"English             "
14,"Vivien Bergen",472,"Italian African",2006,"English             "
14,"Vivien Bergen",475,"Japanese Run",2006,"English             "
14,"Vivien Bergen",495,"Kentuckian Giant",2006,"English             "
14,"Vivien Bergen",536,"Lovely Jingle",2006,"English             "
14,"Vivien Bergen",537,"Lover Truman",2006,"English             "
14,"Vivien Bergen",612,"Mussolini Spoilers",2006,"English             "
14,"Vivien Bergen",688,"Polish Brooklyn",2006,"English             "
14,"Vivien Bergen",759,"Salute Apollo",2006,"English             "
14,"Vivien Bergen",764,"Saturday Lambs",2006,"English             "
14,"Vivien Bergen",847,"Stock Glass",2006,"English             "
14,"Vivien Bergen",856,"Streetcar Intentions",2006,"English             "
14,"Vivien Bergen",890,"Tights Dawn",2006,"English             "
14,"Vivien Bergen",908,"Trap Guys",2006,"English             "
14,"Vivien Bergen",919,"Tycoon Gathering",2006,"English             "
14,"Vivien Bergen",948,"Voice Peach",2006,"English             "
14,"Vivien Bergen",970,"Westward Seabiscuit",2006,"English             "
15,"Cuba Olivier",31,"Apache Divine",2006,"English             "
15,"Cuba Olivier",89,"Borrowers Bedazzled",2006,"English             "
15,"Cuba Olivier",91,"Bound Cheaper",2006,"English             "
15,"Cuba Olivier",108,"Butch Panther",2006,"English             "
15,"Cuba Olivier",125,"Cassidy Wyoming",2006,"English             "
15,"Cuba Olivier",236,"Divine Resurrection",2006,"English             "
15,"Cuba Olivier",275,"Egypt Tenenbaums",2006,"English             "
15,"Cuba Olivier",280,"Empire Malkovich",2006,"English             "
15,"Cuba Olivier",326,"Flying Hook",2006,"English             "
15,"Cuba Olivier",342,"Fugitive Maguire",2006,"English             "
15,"Cuba Olivier",414,"Hellfighters Sierra",2006,"English             "
15,"Cuba Olivier",445,"Hyde Doctor",2006,"English             "
15,"Cuba Olivier",500,"Kiss Glory",2006,"English             "
15,"Cuba Olivier",502,"Knock Warlock",2006,"English             "
15,"Cuba Olivier",541,"Luke Mummy",2006,"English             "
15,"Cuba Olivier",553,"Maker Gables",2006,"English             "
15,"Cuba Olivier",594,"Montezuma Command",2006,"English             "
15,"Cuba Olivier",626,"Noon Papi",2006,"English             "
15,"Cuba Olivier",635,"Oklahoma Jumanji",2006,"English             "
15,"Cuba Olivier",745,"Roses Treasure",2006,"English             "
15,"Cuba Olivier",783,"Shane Darkness",2006,"English             "
15,"Cuba Olivier",795,"Siege Madre",2006,"English             "
15,"Cuba Olivier",817,"Soldiers Evolution",2006,"English             "
15,"Cuba Olivier",886,"Theory Mermaid",2006,"English             "
15,"Cuba Olivier",924,"Unforgiven Zoolander",2006,"English             "
15,"Cuba Olivier",949,"Volcano Texas",2006,"English             "
15,"Cuba Olivier",968,"Werewolf Lola",2006,"English             "
15,"Cuba Olivier",985,"Wonderland Christmas",2006,"English             "
16,"Fred Costner",80,"Blanket Beverly",2006,"English             "
16,"Fred Costner",87,"Boondock Ballroom",2006,"English             "
16,"Fred Costner",101,"Brotherhood Blanket",2006,"English             "
16,"Fred Costner",121,"Carol Texas",2006,"English             "
16,"Fred Costner",155,"Cleopatra Devil",2006,"English             "
16,"Fred Costner",177,"Connecticut Tramp",2006,"English             "
16,"Fred Costner",218,"Deceiver Betrayed",2006,"English             "
16,"Fred Costner",221,"Deliverance Mulholland",2006,"English             "
16,"Fred Costner",267,"Eagles Panky",2006,"English             "
16,"Fred Costner",269,"Earring Instinct",2006,"English             "
16,"Fred Costner",271,"Easy Gladiator",2006,"English             "
16,"Fred Costner",280,"Empire Malkovich",2006,"English             "
16,"Fred Costner",287,"Entrapment Satisfaction",2006,"English             "
16,"Fred Costner",345,"Gables Metropolis",2006,"English             "
16,"Fred Costner",438,"Human Graffiti",2006,"English             "
16,"Fred Costner",453,"Image Princess",2006,"English             "
16,"Fred Costner",455,"Impossible Prejudice",2006,"English             "
16,"Fred Costner",456,"Inch Jet",2006,"English             "
16,"Fred Costner",503,"Kramer Chocolate",2006,"English             "
16,"Fred Costner",548,"Magnificent Chitty",2006,"English             "
16,"Fred Costner",582,"Miracle Virtual",2006,"English             "
16,"Fred Costner",583,"Mission Zoolander",2006,"English             "
16,"Fred Costner",717,"Rear Trading",2006,"English             "
16,"Fred Costner",758,"Saints Bride",2006,"English             "
16,"Fred Costner",779,"Sense Greek",2006,"English             "
16,"Fred Costner",886,"Theory Mermaid",2006,"English             "
16,"Fred Costner",967,"Weekend Personal",2006,"English             "
17,"Helen Voight",96,"Breaking Home",2006,"English             "
17,"Helen Voight",119,"Caper Motions",2006,"English             "
17,"Helen Voight",124,"Casper Dragonfly",2006,"English             "
17,"Helen Voight",127,"Cat Coneheads",2006,"English             "
17,"Helen Voight",154,"Clash Freddy",2006,"English             "
17,"Helen Voight",199,"Cupboard Sinners",2006,"English             "
17,"Helen Voight",201,"Cyclone Family",2006,"English             "
17,"Helen Voight",236,"Divine Resurrection",2006,"English             "
17,"Helen Voight",280,"Empire Malkovich",2006,"English             "
17,"Helen Voight",310,"Fever Empire",2006,"English             "
17,"Helen Voight",313,"Fidelity Devil",2006,"English             "
17,"Helen Voight",378,"Greatest North",2006,"English             "
17,"Helen Voight",457,"Independence Hotel",2006,"English             "
17,"Helen Voight",469,"Iron Moon",2006,"English             "
17,"Helen Voight",478,"Jaws Harry",2006,"English             "
17,"Helen Voight",500,"Kiss Glory",2006,"English             "
17,"Helen Voight",515,"Legally Secretary",2006,"English             "
17,"Helen Voight",521,"Lies Treatment",2006,"English             "
17,"Helen Voight",573,"Microcosmos Paradise",2006,"English             "
17,"Helen Voight",603,"Movie Shakespeare",2006,"English             "
17,"Helen Voight",606,"Mummy Creatures",2006,"English             "
17,"Helen Voight",734,"Road Roxanne",2006,"English             "
17,"Helen Voight",770,"Scissorhands Slums",2006,"English             "
17,"Helen Voight",794,"Side Ark",2006,"English             "
17,"Helen Voight",800,"Sinners Atlantis",2006,"English             "
17,"Helen Voight",853,"Stranger Strangers",2006,"English             "
17,"Helen Voight",873,"Sweethearts Suspects",2006,"English             "
17,"Helen Voight",874,"Tadpole Park",2006,"English             "
17,"Helen Voight",880,"Telemark Heartbreakers",2006,"English             "
17,"Helen Voight",948,"Voice Peach",2006,"English             "
17,"Helen Voight",957,"War Notting",2006,"English             "
17,"Helen Voight",959,"Warlock Werewolf",2006,"English             "
18,"Dan Torn",44,"Attacks Hate",2006,"English             "
18,"Dan Torn",84,"Boiled Dares",2006,"English             "
18,"Dan Torn",144,"Chinatown Gladiator",2006,"English             "
18,"Dan Torn",172,"Coneheads Smoochy",2006,"English             "
18,"Dan Torn",268,"Early Home",2006,"English             "
18,"Dan Torn",279,"Elizabeth Shane",2006,"English             "
18,"Dan Torn",280,"Empire Malkovich",2006,"English             "
18,"Dan Torn",321,"Flash Wars",2006,"English             "
18,"Dan Torn",386,"Gump Date",2006,"English             "
18,"Dan Torn",460,"Innocent Usual",2006,"English             "
